volume,type,publisher,authors,year,eid,title,pages,cited_by_count,number,open_access,topics,journal,doi,concepts
167,journal-article,Elsevier BV,"Mase, Charlotte and Hubert-Roux, Marie and Afonso, Carlos and Giusti, Pierre",2022,2-s2.0-85137353202,Contribution of atmospheric pressure chemical ionization mass spectrometry for the characterization of bio-oils from lignocellulosic biomass: Comparison with electrospray ionization and atmospheric pressure photoionization,,25,,False,"['Microbial Metabolic Engineering and Bioproduction', 'Thermochemical Biomass Conversion Processes', 'Biofuel production and bioconversion']",Journal of Analytical and Applied Pyrolysis,10.1016/j.jaap.2022.105694,"[{'name': 'Atmospheric-pressure chemical ionization', 'score': 0.8296669721603394}, {'name': 'Mass spectrometry', 'score': 0.6639313697814941}, {'name': 'Chemistry', 'score': 0.6454663276672363}, {'name': 'Photoionization', 'score': 0.6370664834976196}, {'name': 'Atmospheric pressure', 'score': 0.5880812406539917}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5710091590881348}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.534554123878479}, {'name': 'Chemical ionization', 'score': 0.5331166386604309}]"
166,journal-article,Elsevier BV,"Hertzog, Jasmine and Garnier, Carole and Mase, Charlotte and Mariette, Sandra and Serve, Olivier and Hubert-Roux, Marie and Afonso, Carlos and Giusti, Pierre and Barrère-Mangote, Caroline",2022,2-s2.0-85134674853,Fractionation by flash chromatography and molecular characterization of bio-oil by ultra-high-resolution mass spectrometry and NMR spectroscopy,,23,,False,"['Thermochemical Biomass Conversion Processes', 'Petroleum Processing and Analysis', 'Microbial Metabolic Engineering and Bioproduction']",Journal of Analytical and Applied Pyrolysis,10.1016/j.jaap.2022.105611,"[{'name': 'Mass spectrometry', 'score': 0.7426696419715881}, {'name': 'Fractionation', 'score': 0.732087254524231}, {'name': 'Chemistry', 'score': 0.6265852451324463}, {'name': 'Fraction (chemistry)', 'score': 0.5837037563323975}, {'name': 'Chromatography', 'score': 0.5567806363105774}, {'name': 'Pyrolysis', 'score': 0.5364819765090942}, {'name': 'Pyrolysis oil', 'score': 0.5199753046035767}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.4860561192035675}]"
36,journal-article,American Chemical Society (ACS),"Rüger, Christopher P. and Neumann, Anika and Kösling, Paul and Vesga Martínez, Silvia Juliana and Chacón-Patiño, Martha Liliana and Rodgers, Ryan P. and Zimmermann, Ralf",2022,2-s2.0-85137404767,Addressing Thermal Behavior and Molecular Architecture of Asphaltenes by a Thermal-Optical Carbon Analyzer Coupled to High-Resolution Mass Spectrometry,10177-10190,7,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Toxic Organic Pollutants Impact']",Energy &amp; Fuels,10.1021/acs.energyfuels.2c02122,"[{'name': 'Chemistry', 'score': 0.7124414443969727}, {'name': 'Orbitrap', 'score': 0.7101613283157349}, {'name': 'Mass spectrometry', 'score': 0.6478497982025146}, {'name': 'DART ion source', 'score': 0.6008447408676147}, {'name': 'Inert gas', 'score': 0.5296409130096436}, {'name': 'Asphaltene', 'score': 0.5237686038017273}, {'name': 'Carbon fibers', 'score': 0.5235047936439514}, {'name': 'Mass spectrum', 'score': 0.4935811758041382}]"
323,journal-article,Elsevier BV,"Mikhaylova, Polina and de Oliveira, Luis P. and Merdrignac, Isabelle and Berlioz-Barbier, Alexandra and Nemri, Marouan and Giusti, Pierre and Pirngruber, Gerhard D.",2022,2-s2.0-85129089845,Molecular analysis of nitrogen-containing compounds in vacuum gas oils hydrodenitrogenation by (ESI+/-)-FTICR-MS,,12,,True,"['Catalysis and Hydrodesulfurization Studies', 'Petroleum Processing and Analysis', 'Biodiesel Production and Applications']",Fuel,10.1016/j.fuel.2022.124302,"[{'name': 'Hydrodenitrogenation', 'score': 0.9425649046897888}, {'name': 'Vacuum distillation', 'score': 0.7916817665100098}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.7737169861793518}, {'name': 'Chemistry', 'score': 0.7534738779067993}, {'name': 'Mass spectrometry', 'score': 0.6043546795845032}, {'name': 'Electrospray ionization', 'score': 0.46061205863952637}, {'name': 'Nitrogen', 'score': 0.44680890440940857}, {'name': 'Analytical Chemistry (journal)', 'score': 0.4052135944366455}]"
33,journal-article,American Chemical Society (ACS),"Lacroix-Andrivet, Oscar and Moualdi, Samira and Hubert-Roux, Marie and Loutelier Bourhis, Corinne and Mendes Siqueira, Anna Luiza and Afonso, Carlos",2022,2-s2.0-85133954356,Molecular Characterization of Formulated Lubricants and Additive Packages Using Kendrick Mass Defect Determined by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,1194-1203,10,,False,"['Mass Spectrometry Techniques and Applications', 'Petroleum Processing and Analysis', 'Analytical Chemistry and Chromatography']",Journal of the American Society for Mass Spectrometry,10.1021/jasms.2c00050,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8808895349502563}, {'name': 'Chemistry', 'score': 0.8199572563171387}, {'name': 'Mass spectrometry', 'score': 0.7973788976669312}, {'name': 'Atmospheric-pressure chemical ionization', 'score': 0.6762101650238037}, {'name': 'Analytical Chemistry (journal)', 'score': 0.6331650614738464}, {'name': 'Electrospray ionization', 'score': 0.5976367592811584}, {'name': 'Mass spectrum', 'score': 0.44309136271476746}, {'name': 'Characterization (materials science)', 'score': 0.422762006521225}]"
36,journal-article,American Chemical Society (ACS),"Terra, Nathaniel and Ligiero, Leticia M. and Molinier, Valérie and Giusti, Pierre and Agenet, Nicolas and Loriau, Matthieu and Hubert-Roux, Marie and Afonso, Carlos and Rodgers, Ryan P.",2022,2-s2.0-85131968004,Characterization of Crude Oil Molecules Adsorbed onto Carbonate Rock Surface Using LDI FT-ICR MS,6159-6166,3,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.2c00840,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.6747356653213501}, {'name': 'Chemistry', 'score': 0.6202445030212402}, {'name': 'Oil sands', 'score': 0.5713172554969788}, {'name': 'Adsorption', 'score': 0.5698519349098206}, {'name': 'Carbonate', 'score': 0.5243730545043945}, {'name': 'Mass spectrometry', 'score': 0.5033718943595886}, {'name': 'Source rock', 'score': 0.47647854685783386}, {'name': 'Wetting', 'score': 0.46533599495887756}]"
7,journal-article,American Chemical Society (ACS),"Mase, Charlotte and Maillard, Julien Florent and Paupy, Benoit and Hubert-Roux, Marie and Afonso, Carlos and Giusti, Pierre",2022,2-s2.0-85132118856,Speciation and Semiquantification of Nitrogen-Containing Species in Complex Mixtures: Application to Plastic Pyrolysis Oil,19428-19436,0,,False,['Composite Material Mechanics'],ACS Omega,10.1021/acsomega.2c01114,"[{'name': 'Unitarity', 'score': 0.8655900955200195}, {'name': 'Phase (matter)', 'score': 0.5540835857391357}, {'name': 'Physics', 'score': 0.5454928278923035}, {'name': 'Particle physics', 'score': 0.45043161511421204}, {'name': 'Particle (ecology)', 'score': 0.4366401135921478}, {'name': 'Quantum mechanics', 'score': 0.24422112107276917}, {'name': 'Geology', 'score': 0.14063382148742676}, {'name': 'Oceanography', 'score': 0.0}]"
151,journal-article,Elsevier BV,"Acter, Thamina and Uddin, Nizam and Cho, Eunji and Riches, Eleanor and Giustie, Pierre and Afonso, Carlos and Kim, Sunghwan",2022,2-s2.0-85126921712,Ion mobility mass spectrometry for structural elucidation of petroleum compounds,,13,,False,"['Mass Spectrometry Techniques and Applications', 'Petroleum Processing and Analysis', 'Analytical Chemistry and Chromatography']",TrAC Trends in Analytical Chemistry,10.1016/j.trac.2022.116597,"[{'name': 'Mass spectrometry', 'score': 0.7223434448242188}, {'name': 'Context (archaeology)', 'score': 0.6780382394790649}, {'name': 'Petroleum', 'score': 0.6701425313949585}, {'name': 'Characterization (materials science)', 'score': 0.6371269226074219}, {'name': 'Chemistry', 'score': 0.634084939956665}, {'name': 'Ion-mobility spectrometry', 'score': 0.5670658349990845}, {'name': 'Tandem mass spectrometry', 'score': 0.4600323438644409}, {'name': 'Nanotechnology', 'score': 0.24910372495651245}]"
36,journal-article,American Chemical Society (ACS),"Gray, Murray R. and Chacón-Patiño, Martha L. and Rodgers, Ryan P.",2022,2-s2.0-85128708686,Structure-Reactivity Relationships for Petroleum Asphaltenes,4370-4380,39,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.2c00486,"[{'name': 'Asphaltene', 'score': 0.9621924161911011}, {'name': 'Chemistry', 'score': 0.68502277135849}, {'name': 'Heteroatom', 'score': 0.600462019443512}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.5590761303901672}, {'name': 'Fraction (chemistry)', 'score': 0.46280354261398315}, {'name': 'Dispersity', 'score': 0.442913681268692}, {'name': 'Yield (engineering)', 'score': 0.43745407462120056}, {'name': 'Molar mass', 'score': 0.41813230514526367}]"
238,journal-article,Elsevier BV,"Beccaria, Marco and Zou, Yun and Stefanuto, Pierre-Hugues and Siqueira, Anna Luiza Mendes and Maniquet, Adrien and Piparo, Marco and Giusti, Pierre and Purcaro, Giorgia and Focant, Jean-François",2022,2-s2.0-85118870966,Deeper investigation of oxygen-containing compounds in oleaginous feedstock (animal fat) by preparative column chromatography and comprehensive two-dimensional gas chromatography coupled with high-resolution time-of-flight mass spectrometry,,10,,True,"['Analytical Chemistry and Chromatography', 'Microbial Metabolic Engineering and Bioproduction', 'Biodiesel Production and Applications']",Talanta,10.1016/j.talanta.2021.123019,"[{'name': 'Chemistry', 'score': 0.8591156005859375}, {'name': 'Biodiesel', 'score': 0.6347095966339111}, {'name': 'Raw material', 'score': 0.5957399606704712}, {'name': 'Gas chromatography', 'score': 0.5752604007720947}, {'name': 'Jet fuel', 'score': 0.5442942976951599}, {'name': 'Diesel fuel', 'score': 0.5360890030860901}, {'name': 'Biodiesel production', 'score': 0.5334869623184204}, {'name': 'Fractionation', 'score': 0.5296675562858582}]"
237,journal-article,Elsevier BV,"Ferey, Justine and Larroque, Marion and Schmitz-Afonso, Isabelle and Le Maître, Johann and Sgarbura, Olivia and Carrere, Sébastien and Quenet, François and Bouyssiere, Brice and Enjalbal, Christine and Mounicou, Sandra and Afonso, Carlos",2022,2-s2.0-85116609176,Imaging Matrix-Assisted Laser Desorption/Ionization Fourier Transform Ion Cyclotron Resonance Mass Spectrometry of oxaliplatin derivatives in human tissue sections,,14,,False,"['Mass Spectrometry Techniques and Applications', 'Analytical chemistry methods development', 'Pesticide Residue Analysis and Safety']",Talanta,10.1016/j.talanta.2021.122915,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.9251158833503723}, {'name': 'Chemistry', 'score': 0.888404905796051}, {'name': 'Mass spectrometry imaging', 'score': 0.6743887662887573}, {'name': 'Mass spectrometry', 'score': 0.6612314581871033}, {'name': 'Oxaliplatin', 'score': 0.5903834700584412}, {'name': 'Matrix-assisted laser desorption/ionization', 'score': 0.5106425881385803}, {'name': 'Analytical Chemistry (journal)', 'score': 0.4386339783668518}, {'name': 'Ion cyclotron resonance', 'score': 0.4284718334674835}]"
22,journal-article,European Association of Geochemistry,"Laurent, B. and Maillard, J. and Afonso, C. and Danger, G. and Giusti, P. and Remusat, L.",2022,2-s2.0-85140051096,Diversity of chondritic organic matter probed by ultra-high resolution mass spectrometry,31-35,8,,True,"['Astro and Planetary Science', 'Mass Spectrometry Techniques and Applications', 'Isotope Analysis in Ecology']",Geochemical Perspectives Letters,10.7185/geochemlet.2224,"[{'name': 'Chondrite', 'score': 0.8821526765823364}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.6982802152633667}, {'name': 'Chemistry', 'score': 0.688809871673584}, {'name': 'Carbonaceous chondrite', 'score': 0.5948599576950073}, {'name': 'Astrobiology', 'score': 0.5857848525047302}, {'name': 'Mass spectrometry', 'score': 0.5689510107040405}, {'name': 'Organic matter', 'score': 0.5656008124351501}, {'name': 'Meteorite', 'score': 0.5185390114784241}]"
35,journal-article,American Chemical Society (ACS),"McKenna, Amy M. and Chacón-Patiño, Martha L. and Salvato Vallverdu, Germain and Bouyssiere, Brice and Giusti, Pierre and Afonso, Carlos and Shi, Quan and Combariza, Marianny Y.",2021,2-s2.0-85114424087,Advances and Challenges in the Molecular Characterization of Petroporphyrins,18056-18077,35,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Microbial bioremediation and biosurfactants']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c02002,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.7516506314277649}, {'name': 'Tribute', 'score': 0.7215232849121094}, {'name': 'Characterization (materials science)', 'score': 0.6140683889389038}, {'name': 'Petroleum', 'score': 0.5557441711425781}, {'name': 'Mass spectrometry', 'score': 0.5510571002960205}, {'name': 'Nanotechnology', 'score': 0.4322354197502136}, {'name': 'Chemistry', 'score': 0.42242738604545593}, {'name': 'Materials science', 'score': 0.24427109956741333}]"
35,journal-article,American Chemical Society (ACS),"Hertzog, Jasmine and Mase, Charlotte and Hubert-Roux, Marie and Afonso, Carlos and Giusti, Pierre and Barrère-Mangote, Caroline",2021,2-s2.0-85114631488,Characterization of Heavy Products from Lignocellulosic Biomass Pyrolysis by Chromatography and Fourier Transform Mass Spectrometry: A Review,17979-18007,39,,False,"['Thermochemical Biomass Conversion Processes', 'Biofuel production and bioconversion', 'Biodiesel Production and Applications']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c02098,"[{'name': 'Mass spectrometry', 'score': 0.7694149017333984}, {'name': 'Chemistry', 'score': 0.706281840801239}, {'name': 'Pyrolysis', 'score': 0.6724961996078491}, {'name': 'Lignocellulosic biomass', 'score': 0.6379075050354004}, {'name': 'Biomass (ecology)', 'score': 0.6047021150588989}, {'name': 'Biofuel', 'score': 0.5698367357254028}, {'name': 'Characterization (materials science)', 'score': 0.5672800540924072}, {'name': 'Gas chromatography', 'score': 0.5010807514190674}]"
35,journal-article,American Chemical Society (ACS),"Zheng, Fang and Moulian, Remi and Chacón-Patiño, Martha L. and Rodgers, Ryan P. and Barrère-Mangote, Caroline and Gray, Murray R. and Giusti, Pierre and Shi, Quan and Bouyssiere, Brice",2021,2-s2.0-85118714843,Tracking Changes in Asphaltene Nanoaggregate Size Distributions as a Function of Silver Complexation via Gel Permeation Chromatography Inductively Coupled Plasma Mass Spectrometry,18125-18134,3,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c02173,"[{'name': 'Chemistry', 'score': 0.9091027975082397}, {'name': 'Asphaltene', 'score': 0.8792163133621216}, {'name': 'Gel permeation chromatography', 'score': 0.7613255977630615}, {'name': 'Mass spectrometry', 'score': 0.6424072980880737}, {'name': 'Size-exclusion chromatography', 'score': 0.6361489295959473}, {'name': 'Inductively coupled plasma mass spectrometry', 'score': 0.6356510519981384}, {'name': 'Chromatography', 'score': 0.5801824927330017}, {'name': 'Elution', 'score': 0.4900037348270416}]"
35,journal-article,American Chemical Society (ACS),"Friederici, Lukas and Schneider, Eric and Burnens, Gaëtan and Streibel, Thorsten and Giusti, Pierre and Rüger, Christopher P. and Zimmermann, Ralf",2021,2-s2.0-85114870885,Comprehensive Chemical Description of Pyrolysis Chars from Low-Density Polyethylene by Thermal Analysis Hyphenated to Different Mass Spectrometric Approaches,18185-18193,17,,True,"['Thermochemical Biomass Conversion Processes', 'Toxic Organic Pollutants Impact', 'Petroleum Processing and Analysis']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c01994,"[{'name': 'Chemistry', 'score': 0.7648959159851074}, {'name': 'Char', 'score': 0.6501463055610657}, {'name': 'Pyrolysis', 'score': 0.6376354098320007}, {'name': 'Mass spectrometry', 'score': 0.6104477643966675}, {'name': 'Heteroatom', 'score': 0.5788102149963379}, {'name': 'Organic chemistry', 'score': 0.440790593624115}, {'name': 'Gas chromatography', 'score': 0.41125980019569397}, {'name': 'Chemical engineering', 'score': 0.33767473697662354}]"
35,journal-article,American Chemical Society (ACS),"Gray, Murray R. and Yarranton, Harvey W. and Chacón-Patiño, Martha L. and Rodgers, Ryan P. and Bouyssiere, Brice and Giusti, Pierre",2021,2-s2.0-85115774098,Distributed Properties of Asphaltene Nanoaggregates in Crude Oils: A Review,18078-18103,73,,True,"['Petroleum Processing and Analysis', 'Enhanced Oil Recovery Techniques', 'Hydrocarbon exploration and reservoir analysis']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c01837,"[{'name': 'Asphaltene', 'score': 0.9719207286834717}, {'name': 'Emulsion', 'score': 0.5694451332092285}, {'name': 'Chemistry', 'score': 0.5635839104652405}, {'name': 'Fraction (chemistry)', 'score': 0.5282710790634155}, {'name': 'Chemical engineering', 'score': 0.5249248147010803}, {'name': 'Petroleum', 'score': 0.4745391607284546}, {'name': 'Partition coefficient', 'score': 0.4648773670196533}, {'name': 'Molecule', 'score': 0.4426332116127014}]"
35,journal-article,American Chemical Society (ACS),"Lemahieu, Guillaume and Le Maître, Johann and Mase, Charlotte and Maillard, Julien and Ontiveros, Jesús F. and Ligiero, Leticia and Loriau, Matthieu and Giusti, Pierre and Afonso, Carlos and Aubry, Jean-Marie and Molinier, Valérie",2021,2-s2.0-85118142574,Extraction of crude oil endogenous surfactants by an optimum three-phase microemulsion system: Relation between interfacial behavior and a molecular fingerprint obtained by ultrahigh-resolution mass spectrometry,17522-17535,7,,False,"['Petroleum Processing and Analysis', 'Enhanced Oil Recovery Techniques', 'Hydrocarbon exploration and reservoir analysis']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c02524,"[{'name': 'Microemulsion', 'score': 0.9471441507339478}, {'name': 'Mass spectrometry', 'score': 0.6994866132736206}, {'name': 'Fingerprint (computing)', 'score': 0.6953170299530029}, {'name': 'Chromatography', 'score': 0.6674010753631592}, {'name': 'Extraction (chemistry)', 'score': 0.5381594300270081}, {'name': 'Chemistry', 'score': 0.4731524884700775}, {'name': 'Phase (matter)', 'score': 0.4579218626022339}, {'name': 'Crude oil', 'score': 0.4406942129135132}]"
35,journal-article,American Chemical Society (ACS),"Chacón-Patiño, Martha L. and Gray, Murray R. and Rüger, Christopher and Smith, Donald F. and Glattke, Taylor J. and Niles, Sydney F. and Neumann, Anika and Weisbrod, Chad R. and Yen, Andrew and McKenna, Amy M. and Giusti, Pierre and Bouyssiere, Brice and Barrère-Mangote, Caroline and Yarranton, Harvey and Hendrickson, Christopher L. and Marshall, Alan G. and Rodgers, Ryan P.",2021,2-s2.0-85118101598,Lessons Learned from a Decade-Long Assessment of Asphaltenes by Ultrahigh-Resolution Mass Spectrometry and Implications for Complex Mixture Analysis,16335-16376,61,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Mass Spectrometry Techniques and Applications']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c02107,"[{'name': 'Asphaltene', 'score': 0.8743422031402588}, {'name': 'Chemistry', 'score': 0.6837127804756165}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.63764488697052}, {'name': 'Heteroatom', 'score': 0.6332636475563049}, {'name': 'Mass spectrometry', 'score': 0.5915656089782715}, {'name': 'Characterization (materials science)', 'score': 0.4785093367099762}, {'name': 'Analytical Chemistry (journal)', 'score': 0.3601481318473816}, {'name': 'Chemical physics', 'score': 0.33033132553100586}]"
35,journal-article,American Chemical Society (ACS),"Lacroix-Andrivet, Oscar and Mendes Siqueira, Anna Luiza and Hubert-Roux, Marie and Loutelier-Bourhis, Corinne and Afonso, Carlos",2021,2-s2.0-85117117842,Molecular Characterization of Aged Bitumen with Selective and Nonselective Ionization Methods by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry. 1. Multiple Pressure Aging Vessel Aging Series,16432-16441,8,,False,"['Petroleum Processing and Analysis', 'NMR spectroscopy and applications', 'Mass Spectrometry Techniques and Applications']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c02502,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.9070525169372559}, {'name': 'Chemistry', 'score': 0.7200207710266113}, {'name': 'Asphalt', 'score': 0.677560031414032}, {'name': 'Mass spectrometry', 'score': 0.5555322170257568}, {'name': 'Electrospray ionization', 'score': 0.5420461893081665}, {'name': 'Ionization', 'score': 0.5418797731399536}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5188809037208557}, {'name': 'Accelerated aging', 'score': 0.4702155888080597}]"
35,journal-article,American Chemical Society (ACS),"Lacroix-Andrivet, Oscar and Maillard, Julien and Mendes Siqueira, Anna Luiza and Hubert-Roux, Marie and Loutelier-Bourhis, Corinne and Afonso, Carlos",2021,2-s2.0-85117071417,Molecular Characterization of Aged Bitumen with Selective and Nonselective Ionization Methods by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry. 2. Statistical Approach on Multiple-Origin Samples,16442-16451,13,,False,"['Petroleum Processing and Analysis', 'NMR spectroscopy and applications', 'Spectroscopy and Chemometric Analyses']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c02503,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.903657078742981}, {'name': 'Asphalt', 'score': 0.8544725179672241}, {'name': 'Electrospray ionization', 'score': 0.5690908432006836}, {'name': 'Chemistry', 'score': 0.568344235420227}, {'name': 'Mass spectrometry', 'score': 0.5482490658760071}, {'name': 'Characterization (materials science)', 'score': 0.46835532784461975}, {'name': 'Analytical Chemistry (journal)', 'score': 0.4544915556907654}, {'name': 'Ion-mobility spectrometry', 'score': 0.43523260951042175}]"
35,journal-article,American Chemical Society (ACS),"Ramírez-Pradilla, Juan S. and Blanco-Tirado, Cristian and Hubert-Roux, Marie and Giusti, Pierre and Afonso, Carlos and Combariza, Marianny Y.",2021,2-s2.0-85115021252,Effect of the Ionization Source on the Targeted Analysis of Nickel and Vanadyl Porphyrins in Crude Oil,14542-14552,6,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Mass Spectrometry Techniques and Applications']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c01743,"[{'name': 'Chemistry', 'score': 0.8610763549804688}, {'name': 'Ionization', 'score': 0.6902345418930054}, {'name': 'Photoionization', 'score': 0.6669332981109619}, {'name': 'Mass spectrometry', 'score': 0.6356980800628662}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5734027028083801}, {'name': 'Desorption', 'score': 0.5514607429504395}, {'name': 'Matrix-assisted laser desorption/ionization', 'score': 0.5138661861419678}, {'name': 'Electron ionization', 'score': 0.4909971058368683}]"
35,journal-article,American Chemical Society (ACS),"Mase, Charlotte and Maillard, Julien F. and Paupy, Benoit and Farenc, Mathilde and Adam, Cindy and Hubert-Roux, Marie and Afonso, Carlos and Giusti, Pierre",2021,2-s2.0-85114941614,Molecular Characterization of a Mixed Plastic Pyrolysis Oil from Municipal Wastes by Direct Infusion Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,14828-14837,25,,False,"['Petroleum Processing and Analysis', 'Thermochemical Biomass Conversion Processes', 'Microbial bioremediation and biosurfactants']",Energy &amp; Fuels,10.1021/acs.energyfuels.1c01678,"[{'name': 'Atmospheric-pressure chemical ionization', 'score': 0.8555343151092529}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8162232041358948}, {'name': 'Chemistry', 'score': 0.7097569704055786}, {'name': 'Pyrolysis', 'score': 0.6530618667602539}, {'name': 'Mass spectrometry', 'score': 0.5602834224700928}, {'name': 'Electrospray ionization', 'score': 0.47858572006225586}, {'name': 'Photoionization', 'score': 0.4525664150714874}, {'name': 'Chemical ionization', 'score': 0.43382522463798523}]"
93,journal-article,American Chemical Society (ACS),"Fouquet, Thierry N. J. and Amalian, Jean-Arthur and Aniel, Nathan and Carvin-Sergent, Isaure and Issa, Sébastien and Poyer, Salomé and Crozet, Delphine and Giusti, Pierre and Gigmes, Didier and Trimaille, Thomas and Charles, Laurence",2021,2-s2.0-85114609593,Reactive Desorption Electrospray Ionization Mass Spectrometry to Determine Intrinsic Degradability of Poly(lactic-co-glycolic acid) Chains,12041-12048,6,,False,"['Mass Spectrometry Techniques and Applications', 'Analytical Chemistry and Chromatography', 'biodegradable polymer synthesis and properties']",Analytical Chemistry,10.1021/acs.analchem.1c02280,"[{'name': 'Chemistry', 'score': 0.9280367493629456}, {'name': 'Glycolic acid', 'score': 0.7568329572677612}, {'name': 'Mass spectrometry', 'score': 0.6502252221107483}, {'name': 'Solvolysis', 'score': 0.6162140965461731}, {'name': 'Electrospray', 'score': 0.5534032583236694}, {'name': 'Desorption electrospray ionization', 'score': 0.5520815253257751}, {'name': 'Size-exclusion chromatography', 'score': 0.5399046540260315}, {'name': 'Electrospray ionization', 'score': 0.5084995031356812}]"
9,journal-article,MDPI AG,"Barrère-Mangote, Caroline and Roubaud, Anne and Bouyssiere, Brice and Maillard, Julien and Hertzog, Jasmine and Maître, Johann Le and Hubert-Roux, Marie and Sassi, Jean-Francois and Afonso, Carlos and Giusti, Pierre",2021,2-s2.0-85114033827,Study of biocrudes obtained via hydrothermal liquefaction (Htl) of wild alga consortium under different conditions,,24,,True,"['Thermochemical Biomass Conversion Processes', 'Biodiesel Production and Applications', 'Algal biology and biofuel production']",Processes,10.3390/pr9091494,"[{'name': 'Hydrothermal liquefaction', 'score': 0.9683129787445068}, {'name': 'Algae', 'score': 0.7523729205131531}, {'name': 'Biofuel', 'score': 0.6676946878433228}, {'name': 'Raw material', 'score': 0.6591939330101013}, {'name': 'Seawater', 'score': 0.6522842645645142}, {'name': 'Environmental science', 'score': 0.5804216861724854}, {'name': 'Biomass (ecology)', 'score': 0.5064371824264526}, {'name': 'Carbon fibers', 'score': 0.5034536719322205}]"
146,journal-article,Royal Society of Chemistry (RSC),"Maillard, Julien F. and Le Maître, Johann and Rüger, Christopher P. and Ridgeway, Mark and Thompson, Christopher J. and Paupy, Benoit and Hubert-Roux, Marie and Park, Melvin and Afonso, Carlos and Giusti, Pierre",2021,2-s2.0-85108987201,Structural analysis of petroporphyrins from asphaltene by trapped ion mobility coupled with Fourier transform ion cyclotron resonance mass spectrometry,4161-4171,14,,False,"['Petroleum Processing and Analysis', 'Mass Spectrometry Techniques and Applications', 'Hydrocarbon exploration and reservoir analysis']",The Analyst,10.1039/d1an00140j,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.9321538209915161}, {'name': 'Mass spectrometry', 'score': 0.7013031244277954}, {'name': 'Ion', 'score': 0.6863480806350708}, {'name': 'Ion-mobility spectrometry', 'score': 0.6445985436439514}, {'name': 'Ion cyclotron resonance', 'score': 0.6222972869873047}, {'name': 'Chemistry', 'score': 0.5972466468811035}, {'name': 'Cyclotron resonance', 'score': 0.49886345863342285}, {'name': 'Fourier transform', 'score': 0.4899825155735016}]"
156,journal-article,Elsevier BV,"Castilla, Clément and Rüger, Christopher P. and Lavanant, Hélène and Afonso, Carlos",2021,2-s2.0-85104611995,Ion mobility mass spectrometry of in situ generated biomass pyrolysis products,,7,,True,"['Thermochemical Biomass Conversion Processes', 'Lignin and Wood Chemistry', 'Fire effects on ecosystems']",Journal of Analytical and Applied Pyrolysis,10.1016/j.jaap.2021.105164,"[{'name': 'Mass spectrometry', 'score': 0.7632920742034912}, {'name': 'Pyrolysis', 'score': 0.7475666403770447}, {'name': 'Chemistry', 'score': 0.6941055059432983}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.6743831038475037}, {'name': 'Lignocellulosic biomass', 'score': 0.6642332077026367}, {'name': 'Ion-mobility spectrometry', 'score': 0.5994876623153687}, {'name': 'Biomass (ecology)', 'score': 0.5440194010734558}, {'name': 'Hardwood', 'score': 0.5423697829246521}]"
